用户昵称,评分,内容,商品链接
m***6,5分,默认好评  ,https://shop.boqii.com/product-6480.html
m***1,5分,默认好评  ,https://shop.boqii.com/product-6480.html
m***6,5分,默认好评  ,https://shop.boqii.com/product-6480.html
m***4,5分,包装精美，希望狗狗爱吃这种狗粮，好吃就还来买。  ,https://shop.boqii.com/product-6481.html
猪***肉,5分,秒杀抢的，包装很好日期新鲜，快递速度很快，狗子还没吃  ,https://shop.boqii.com/product-6481.html
m***9,5分,包装很好 波奇的品质有保证 狗狗很喜欢吃这个狗粮 挺香的  ,https://shop.boqii.com/product-6481.html
拜***O,5分,为什么我这么爱囤喜乐比 也是醉了 家里狗狗也不吃 就喜欢包装  ,https://shop.boqii.com/product-6481.html
自***顿,5分,质量保证，优惠多多，发货迅速。  ,https://shop.boqii.com/product-6481.html
泰***5,5分,这个还没吃，买来囤着的，小狗才十几天，家里一公一母泰迪都吃的玩赏犬的，我喜欢各种口味都给他们试试，一种吃腻了都不太肯吃  ,https://shop.boqii.com/product-6481.html
s***h,5分,给狗狗换狗粮了，狗狗喜欢吃，吃得很开心 ，吃了两天毛也亮了，喜乐比，不错，天然粮更好！发货速度很快，狗狗只等了两天，正盼着就来了，从购物到家只用了三天时间，很快！只是刚买完就断货了，希望快点补货，不然没得吃啦！我家是小型犬，大包15KG的要吃一年才吃得完，太大包了，快点上小包的喜乐比成犬粮哦！  ,https://shop.boqii.com/product-6481.html
m***3,5分,默认好评  ,https://shop.boqii.com/product-6481.html
m***5,5分,狗狗非常喜欢吃  ,https://shop.boqii.com/product-6481.html
m***8,5分,默认好评  ,https://shop.boqii.com/product-6481.html
m***5,5分,默认好评  ,https://shop.boqii.com/product-6481.html
七***腿,5分,默认好评  ,https://shop.boqii.com/product-6481.html
m***9,5分,默认好评  ,https://shop.boqii.com/product-6481.html
m***5,5分,买给小流浪们吃的。流浪已经够可怜了，不能吃的太差了！！这款性价比不错！  ,https://shop.boqii.com/product-6482.html
m***4,5分,挺好的，已经吃了，我很喜欢，猫也很喜欢呢，这个便宜又好  ,https://shop.boqii.com/product-6482.html
m***9,5分,这家这个挑嘴的家伙居然很爱吃，狗子也来抢着吃。  ,https://shop.boqii.com/product-6482.html
毛***4,5分,波奇物流配送很快，生产日期新鲜！看了一下营养成份配搭配合理，性价比超高！  ,https://shop.boqii.com/product-6482.html
改***字,5分,挺好的，以前经常买这款喂流浪猫，颗粒小，大猫小猫都能吃  ,https://shop.boqii.com/product-6482.html
咪***宠,5分,好的品牌商品的质量很好，好的商城商品价钱不贵，我喜欢在波奇购买商品  ,https://shop.boqii.com/product-6482.html
波***咪,5分,大喵、小喵都很喜欢，值得信赖的波奇网，主子买得放心，宠物们吃的开心、健康！！！  ,https://shop.boqii.com/product-6482.html
波***咪,5分,这款喵粮不管是大喵小喵都还是很喜欢的，如果开口有自动密封口就更好了，一直最信赖的波奇，永远支持你，  ,https://shop.boqii.com/product-6482.html
龙***苗,5分,喜乐比猫粮是为楼下毛孩子囤的，它们也吃的很快哦  ,https://shop.boqii.com/product-6482.html
家***娃,5分,哈哈哈，买了波奇网N次的东西，终于有赠品了，貌似这把扇子有个缺口？？？  ,https://shop.boqii.com/product-6482.html
m***7,5分,买给楼下的小野猫吃的，小花小黑长的胖胖的毛也滑滑的，挺好的  ,https://shop.boqii.com/product-6482.html
怪***。,5分,五一的时候秒杀到的，非常不错，喵很喜欢吃。  ,https://shop.boqii.com/product-6482.html
威***呢,5分,给猫猫换粮，看成分表还是比较好的，猫猫也喜欢吃  ,https://shop.boqii.com/product-6482.html
猫***儿,5分,第一次买这个牌子，波奇商城的一定信得过，家里的猫砂，猫粮都是这里买的哈哈甜甜圈型的猫粮，好可爱  ,https://shop.boqii.com/product-6483.html
Y***1,5分,一次买了两袋，看着包装啥的都很好，希望他们爱吃  ,https://shop.boqii.com/product-6483.html
m***5,5分,这是再一次的购买，家猫非常喜爱，以后会一直买下去。  ,https://shop.boqii.com/product-6483.html
w***朲,5分,看着高大上，我在百度上搜的说我《喜乐比》还是比较好的。一打开咪咪就迫不及待的吃了起来～～美美哒  ,https://shop.boqii.com/product-6483.html
m***4,5分,很好用..........................  ,https://shop.boqii.com/product-6483.html
m***1,5分,还不错，我养的猫挺喜欢吃的，饭量明显有增加  ,https://shop.boqii.com/product-6483.html
小***Q,5分,经常买的，和进口粮掺着吃  ,https://shop.boqii.com/product-6483.html
豆***妈,5分,喂着20只流浪猫，猫粮罐头消耗也快，秒杀价很实惠，每天关注，买买买  ,https://shop.boqii.com/product-6483.html
胖***你,5分,一直都是秒杀囤货 一直在吃  ,https://shop.boqii.com/product-6483.html
胖***你,5分,我家猫咪最喜欢吃这款粮 嘎嘣脆  ,https://shop.boqii.com/product-6483.html
m***7,5分,还没吃呢刚收到 我看网上都说不错 不知道我家猫吃不吃呢  ,https://shop.boqii.com/product-6483.html
龙***苗,5分,这款猫粮很好，给楼下毛孩们换换口味哦  ,https://shop.boqii.com/product-6483.html
m***6,5分,这牌子经常买的，此款是去毛球的，但愿有效果  ,https://shop.boqii.com/product-6483.html
m***5,5分,东西已经收到了，挺好的，就是我经常乱放就找不到了，这是四五次购买了，密封性还不错。  ,https://shop.boqii.com/product-6588.html
山***7,5分,这个挺大的，价格划算。不错。这样在撕开包装后吃不了。用他方便使用。  ,https://shop.boqii.com/product-6588.html
园***厚,5分,这个超级大，还是挺好用的，日常囤货，自从入了波奇的坑，囤货越来越多，碰上活动真的超级合算，爱了爱了！！！  ,https://shop.boqii.com/product-6588.html
崽***瓜,5分,没想到是个超级大的夹子！看起来很不错的！哈哈哈哈哈很喜欢呢  ,https://shop.boqii.com/product-6588.html
西***花,5分,大号非常实用，平时需要各种塑封，这个夹子用起来很方便的！  ,https://shop.boqii.com/product-6588.html
西***花,5分,大号很实用！各种需要塑封的袋子都可以用，密封性不错，主要是方便！  ,https://shop.boqii.com/product-6588.html
年***8,5分,凑单白菜价，超级划算又好用。希望波奇多多做活动  ,https://shop.boqii.com/product-6588.html
m***6,5分,真的很不能理解为什么同一单要分两个快递发，上海仓东西是最全的吧，非要再从天津仓发？？？物流还慢的要死？APP真是越做越差！垃圾物流  ,https://shop.boqii.com/product-6588.html
m***9,5分,这个是抽单买的，也很好用，不嫌多，我还想买几个。  ,https://shop.boqii.com/product-6588.html
m***9,5分,这个很有用，还可以挂在钓子上，本人喜欢用这款。  ,https://shop.boqii.com/product-6588.html
嘿***儿,5分,挺实用的小物件，很大一个！适合没密封装置的物件。  ,https://shop.boqii.com/product-6588.html
B***爸,5分,全是在波奇网买的，一开始在淘宝，不知道有app，现在用app刚方便了呢！棒棒哒，都给我家小布林买了几千的东西了加起来，一如既往的好！  ,https://shop.boqii.com/product-6588.html
m***4,5分,宝贝收到啦，实物真的好棒，价格非常实惠，强烈推荐这款，主子超级喜欢！  ,https://shop.boqii.com/product-6588.html
赚***皮,5分,东西不错，我很喜欢，一直在波奇购买宠物用品，产品很实惠。  ,https://shop.boqii.com/product-6589.html
张***圆,5分,完美！但是没用上。因为皇家的袋子上有密封口。哈哈哈，以后再用吧，价格优惠！  ,https://shop.boqii.com/product-6589.html
妲*,5分,封口夹简直是居家必备神器，不管大包小包把包装袋口折一折叠一叠收在一起，再拿这个一夹，结结实实不会漏不跑气不受潮～  ,https://shop.boqii.com/product-6589.html
丸***～,5分,不错的东西，价格实惠，用来很方便，上次买过一个，可不知道怎么回事，轻轻一掰就断了，反正便宜，坏了再买吧  ,https://shop.boqii.com/product-6589.html
我***财,5分,东西便宜，价格便宜，发货速度快，很喜欢哦  ,https://shop.boqii.com/product-6589.html
周***壮,5分,不错不错不错不错不错不错  ,https://shop.boqii.com/product-6589.html
点***富,5分,非常棒，密封性很好，囤了很多个，很满意  ,https://shop.boqii.com/product-6589.html
l***姐,5分,不错不错不错不错不错不错  ,https://shop.boqii.com/product-6589.html
点***富,5分,很棒，家里囤了很多，密封性很好！  ,https://shop.boqii.com/product-6589.html
藤***明,5分,拼单凑的，夹子可以夹零食！  ,https://shop.boqii.com/product-6589.html
大***山,5分,不错不错不错不错不错不错不错不错不错  ,https://shop.boqii.com/product-6589.html
大***山,5分,不错不错不错不错不错不错不错不错不错  ,https://shop.boqii.com/product-6589.html
黄***g,5分,不错不错不错不错不错不错  ,https://shop.boqii.com/product-6589.html
小***°,5分,皇家狗粮受到小区养泰迪爸爸妈妈一致好评，适口性佳，而且狗粮很有韧性，不是脆脆的狗粮，一开始如果狗子不吃可以泡软一点，习惯了就会自己吃了（波奇客服教我的，真的灵）因为我家狗子挑食所以都是一小袋一小袋的买，价钱也合适。但是我觉得这款对有泪痕的**来说适合冬天吃，夏天换清淡点的狗粮。  ,https://shop.boqii.com/product-6593.html
y***5,5分,很好，原来的赠品没货了，和客服联系帮我换了这个，非常满意。  ,https://shop.boqii.com/product-6593.html
桔***酱,5分,还没有用，打算给小伙子多试试狗粮，会回来回购的~  ,https://shop.boqii.com/product-6593.html
m***2,5分,品牌产品，产品质量很好，物超所值，物流很快，狗狗非常喜欢吃。  ,https://shop.boqii.com/product-6593.html
m***6,5分,狗狗很爱吃哈哈哈，味道闻起来很香。希望我家狗狗能够脱胎换骨，逆袭成小美妮。  ,https://shop.boqii.com/product-6593.html
小***豆,5分,狗子只吃皇家粮，小包装方便卫生，易储存，会继续回购给五星好评。  ,https://shop.boqii.com/product-6593.html
m***7,5分,囤货中，家里的狗不怎么爱吃狗粮，就皇家还吃点。  ,https://shop.boqii.com/product-6593.html
m***7,5分,在这么炎炎的夏日，快递小哥刚刚又来敲门了，又帮我送上来了，快递小哥您辛苦了，记得注意防暑哦。东西己收到，很优惠，值得购买哦。  ,https://shop.boqii.com/product-6593.html
m***9,5分,这次是囤货所以还是没有拆开，因为前几天买的挺好所以搞活动又来了，希望质量第一，会常来的  ,https://shop.boqii.com/product-6593.html
欢***2,5分,宝贝很爱吃呢，颗粒饱满摸上去油油的给人感觉营养很丰富  ,https://shop.boqii.com/product-6593.html
m***3,5分,看起来好好吃的样子，但是狗狗不是很喜欢。家里狗子比较挑嘴，希望狗粮能帮他营养均衡  ,https://shop.boqii.com/product-6593.html
t***4,5分,一直吃这个，换其它牌子的我家狗宝不适应，会吐。  ,https://shop.boqii.com/product-6593.html
点***9,5分,狗狗一直吃这个，赠的湿粮更爱吃，看了一下售价，好贵呢  ,https://shop.boqii.com/product-6593.html
m***8,5分,一直买，这次还送湿量试用装，很划算  ,https://shop.boqii.com/product-6593.html
肥***0,5分,呵呵。商品这么快就到了，还不错哦，下次来你可要优惠哦^_^  ,https://shop.boqii.com/product-6595.html
皮***兜,5分,"在客服的耐心指导下，补了差价，很快收到了大号狗窝。满意。
在波奇的购物经历很愉快。O(∩_∩)O谢谢。  ",https://shop.boqii.com/product-6595.html
淼***0,5分,狗粮很好，最主要的商城的服务特别贴心，客服MM们很耐心帮忙解决问题，以后买宠物的东东就挑波奇了！  ,https://shop.boqii.com/product-6595.html
苍***月,5分,你们东西没有给个具体数量说还剩多少么，下了订单隔天比较晚的时候我自己去问才跟我说没货了，虽然说是刚发现的但有时候也是很不方便，麻烦你们箱子厚实一点点，那么大的箱子也那么薄，胶纸也是封了十字，没有吧其他缝缝上，有猫砂其他东西也是直接往下扔，不做隔断或者下泡沫防压，如果大件东西建议箱子可以下包装带，客服还是不错的，我很喜欢，但是后面的工作让我比较失望  ,https://shop.boqii.com/product-6595.html
平***安,5分,波奇网真是坑爹啊，再也不买了，不是没号，就是没货，  ,https://shop.boqii.com/product-6595.html
飞***9,5分,"东西收到了,挺好的,还没有用,特别感谢天天快递,亲自送到家,别的快递只给送到小区超市!  ",https://shop.boqii.com/product-6595.html
鬼***者,5分,想要的商品没有了，补的差价，这个好评给客服小姐吧，服务态度很好，很积极。可惜工号不记得了！  ,https://shop.boqii.com/product-6595.html
b***4,5分,默认好评  ,https://shop.boqii.com/product-6595.html
b***2,5分,默认好评  ,https://shop.boqii.com/product-6595.html
